timestamp,left_angle,right_angle,angle_diff,distance,distance_ratio,img_width,adaptive_threshold,is_departure
1750213302.1001747,,45.0,,,,480,,0
1750213302.149243,,44.33380002981686,,,,480,,0
1750213302.2012565,,44.33380002981686,,,,480,,0
1750213302.251277,,43.36342295838328,,,,480,,0
1750213302.303853,,45.6740368979845,,,,480,,0
1750213302.3539178,,45.0,,,,480,,0
1750213302.4045308,,44.648496560126645,,,,480,,0
1750213302.453283,,45.0,,,,480,,0
1750213302.5037987,,45.0,,,,480,,0
1750213302.5524526,,45.0,,,,480,,0
1750213302.603723,,46.02915480430598,,,,480,,0
1750213302.6545157,,,6.256609340556054,5,0.010416666666666666,480,16.80570617072471,0
1750213302.7067702,,48.410944955355724,,,,480,,0
1750213302.7560372,,50.552971033036805,,,,480,,0
1750213302.8065877,,48.224522606519905,,,,480,,0
1750213302.854255,,49.18491612511842,,,,480,,0
1750213302.9026084,,48.46822925891715,,,,480,,0
1750213302.948481,,52.815293546766874,,,,480,,0
1750213302.995848,,53.13010235415598,,,,480,,0
1750213303.0415099,,53.97262661489639,,,,480,,0
1750213303.0888522,,53.97262661489639,,,,480,,0
1750213303.1349263,,52.43140797117251,,,,480,,0
1750213303.183671,,54.46232220802562,,,,480,,0
1750213303.231145,,55.08059798754232,,,,480,,0
1750213303.2786512,,55.84030545433057,,,,480,,0
1750213303.3229678,,57.89374404488216,,,,480,,0
1750213303.369876,,60.48850144290969,,,,480,,1
1750213303.4148343,,62.10272896905237,,,,480,,1
1750213303.462001,,59.03624346792648,,,,480,,0
1750213303.507381,,59.03624346792648,,,,480,,0
1750213303.5545573,,60.36161631184866,,,,480,,1
1750213303.601149,,61.87626461671118,,,,480,,1
1750213304.651333,,63.43494882292201,,,,480,,1
1750213304.6920018,,,,,,480,,0
1750213305.7405984,,68.45902408146156,,,,480,,1
1750213305.7884736,,58.6097318958122,,,,480,,0
1750213305.8365867,,59.96671956400486,,,,480,,0
1750213305.8855495,,59.641884541233374,,,,480,,0
1750213305.9349496,,57.050784883409555,,,,480,,0
1750213305.9821548,,56.47552675142305,,,,480,,0
1750213306.0312495,,57.63336193527501,,,,480,,0
1750213306.0791755,,57.9946167919165,,,,480,,0
1750213306.1302443,,56.87026453158791,,,,480,,0
1750213306.1775353,,56.659292653523,,,,480,,0
1750213306.2294602,,56.90830006131757,,,,480,,0
1750213306.2788656,,54.727578551401606,,,,480,,0
1750213306.3310053,,54.727578551401606,,,,480,,0
1750213306.3833618,,,10.856413348062247,17,0.035416666666666666,480,18.39317453997274,0
1750213306.4344187,,56.88865803962798,,,,480,,0
1750213306.484323,,57.188633201931886,,,,480,,0
1750213306.533694,,56.82148834060726,,,,480,,0
1750213306.580866,,57.425942865427494,,,,480,,0
1750213306.6315804,,56.309932474020215,,,,480,,0
1750213306.6812463,,55.80439459753925,,,,480,,0
1750213306.7361057,,54.727578551401606,,,,480,,0
1750213306.7876325,,53.77505574447968,,,,480,,0
1750213306.841541,,52.91750303482834,,,,480,,0
1750213306.8916287,,53.569141879837645,,,,480,,0
1750213306.9462094,,53.031656094483736,,,,480,,0
1750213306.9986565,,53.455027677177455,,,,480,,0
1750213307.051905,,51.730483934615656,,,,480,,0
1750213307.1026685,,52.25319461272534,,,,480,,0
1750213307.1564963,,51.55694649816339,,,,480,,0
1750213307.2091968,,51.98848972998347,,,,480,,0
1750213307.2629144,,,13.090901095680579,8,0.016666666666666666,480,17.178322370321055,0
1750213307.3142827,,,6.796324854000744,2,0.004166666666666667,480,16.44881440154529,0
1750213307.3699281,,,11.239284199697671,5,0.010416666666666666,480,16.80570617072471,0
1750213307.423382,,,7.710027875409011,4,0.008333333333333333,480,16.68501028285542,0
1750213307.481845,,,9.887716881095997,3,0.00625,480,16.566050334091077,0
1750213307.5388675,,,8.84310180206726,3,0.00625,480,16.566050334091077,0
1750213307.595464,,,10.79222792241135,2,0.004166666666666667,480,16.44881440154529,0
1750213307.6497107,,,11.318952590367772,3,0.00625,480,16.566050334091077,0
1750213307.7071555,,,9.719512131700839,2,0.004166666666666667,480,16.44881440154529,0
1750213307.7633884,,,8.984709233762636,1,0.0020833333333333333,480,16.33329016801901,0
1750213307.8206365,,,9.663712519293362,1,0.0020833333333333333,480,16.33329016801901,0
1750213307.876749,,,9.357055381354591,2,0.004166666666666667,480,16.44881440154529,0
1750213307.9341674,,,8.862216963266242,2,0.004166666666666667,480,16.44881440154529,0
1750213307.990898,,,9.467581500066537,2,0.004166666666666667,480,16.44881440154529,0
1750213308.0479932,,,9.917206837038378,2,0.004166666666666667,480,16.44881440154529,0
1750213308.104117,,,9.455393502055713,2,0.004166666666666667,480,16.44881440154529,0
1750213308.162222,,,7.857429673801946,0,0.0,480,16.219464941316733,0
1750213308.218912,,,7.388645375786915,0,0.0,480,16.219464941316733,0
1750213308.2776322,,,9.52066332579792,3,0.00625,480,16.566050334091077,0
1750213308.3339503,,,7.341749929577908,1,0.0020833333333333333,480,16.33329016801901,0
1750213308.3914104,,,7.206696103000233,1,0.0020833333333333333,480,16.33329016801901,0
1750213308.4482124,,,6.891467683259094,1,0.0020833333333333333,480,16.33329016801901,0
1750213308.5077507,,,6.630744387448331,0,0.0,480,16.219464941316733,0
1750213308.5663795,,,7.127602248593725,1,0.0020833333333333333,480,16.33329016801901,0
1750213308.6263828,,,7.153355723584134,2,0.004166666666666667,480,16.44881440154529,0
1750213308.6856663,,,9.26907560408695,4,0.008333333333333333,480,16.68501028285542,0
1750213308.744407,,,10.024027540592165,5,0.010416666666666666,480,16.80570617072471,0
1750213308.7992992,,,8.856729559394289,5,0.010416666666666666,480,16.80570617072471,0
1750213308.8563728,,,6.6666598909013715,2,0.004166666666666667,480,16.44881440154529,0
1750213308.9135795,,,6.8341773265512415,3,0.00625,480,16.566050334091077,0
1750213308.9730678,,,5.918396624108006,3,0.00625,480,16.566050334091077,0
1750213309.0324686,,,6.575588036551572,3,0.00625,480,16.566050334091077,0
1750213309.0918946,,,8.632583850278081,5,0.010416666666666666,480,16.80570617072471,0
1750213309.1513798,,,7.347403452274072,5,0.010416666666666666,480,16.80570617072471,0
1750213309.210155,,,6.2283147419989575,5,0.010416666666666666,480,16.80570617072471,0
1750213309.270537,,,5.187053761058884,3,0.00625,480,16.566050334091077,0
1750213309.3279321,,,4.535885730171202,3,0.00625,480,16.566050334091077,0
1750213309.3889318,,,3.4465562826440532,2,0.004166666666666667,480,16.44881440154529,0
1750213309.4507132,,,4.917789732231924,4,0.008333333333333333,480,16.68501028285542,0
1750213309.514589,,,7.206378040098528,5,0.010416666666666666,480,16.80570617072471,0
1750213309.5768924,,,7.168937980400443,5,0.010416666666666666,480,16.80570617072471,0
1750213309.6384501,,,5.712159209262687,5,0.010416666666666666,480,16.80570617072471,0
1750213309.697797,,,4.022147959909496,4,0.008333333333333333,480,16.68501028285542,0
1750213309.757758,,,1.592335103207276,3,0.00625,480,16.566050334091077,0
1750213309.8153772,,,2.6754266560291455,1,0.0020833333333333333,480,16.33329016801901,0
1750213309.8736534,,,2.735372480389799,1,0.0020833333333333333,480,16.33329016801901,0
1750213309.9310548,,,4.563229754237852,1,0.0020833333333333333,480,16.33329016801901,0
1750213309.9907517,,,6.174420956633092,2,0.004166666666666667,480,16.44881440154529,0
1750213310.0475965,,,7.774520592089978,3,0.00625,480,16.566050334091077,0
1750213310.1054604,,,6.641314529470506,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.1654801,,,1.3069547653063012,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.2268572,,,1.70605462087822,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.2880135,,,2.249800267127412,2,0.004166666666666667,480,16.44881440154529,0
1750213310.3501563,,,4.203970476447793,3,0.00625,480,16.566050334091077,0
1750213310.40767,,,4.032818748947712,4,0.008333333333333333,480,16.68501028285542,0
1750213310.4649327,,,1.2244312568366311,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.5211053,,,2.616398698863158,2,0.004166666666666667,480,16.44881440154529,0
1750213310.5782003,,,3.1319389461970886,3,0.00625,480,16.566050334091077,0
1750213310.6357543,,,1.5308857929026374,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.694535,,,0.8604875230408737,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.751983,,,0.6070269935264037,2,0.004166666666666667,480,16.44881440154529,0
1750213310.8142967,,,2.521678771297651,2,0.004166666666666667,480,16.44881440154529,0
1750213310.873905,,,1.2454485859030129,2,0.004166666666666667,480,16.44881440154529,0
1750213310.9354033,,,0.03103779735025114,1,0.0020833333333333333,480,16.33329016801901,0
1750213310.9971485,,,0.20874095296856865,1,0.0020833333333333333,480,16.33329016801901,0
1750213311.0578947,,,0.18974556250418573,3,0.00625,480,16.566050334091077,0
1750213311.1215138,,,1.5199293869051402,2,0.004166666666666667,480,16.44881440154529,0
1750213311.1867876,,,0.0818250817280699,1,0.0020833333333333333,480,16.33329016801901,0
1750213311.2539499,,,2.104700409267231,2,0.004166666666666667,480,16.44881440154529,0
1750213311.3190544,,,1.7930064841658506,4,0.008333333333333333,480,16.68501028285542,0
1750213311.390213,,,0.13225131436016113,3,0.00625,480,16.566050334091077,0
1750213311.4627104,,,1.102065239577307,5,0.010416666666666666,480,16.80570617072471,0
1750213311.5378082,,,0.7552032062322667,6,0.0125,480,16.92814950669511,0
1750213311.6127288,,,0.39090081262319387,5,0.010416666666666666,480,16.80570617072471,0
1750213311.6901581,,,0.03870028422813476,4,0.008333333333333333,480,16.68501028285542,0
1750213311.758147,,,0.05246864789104677,4,0.008333333333333333,480,16.68501028285542,0
1750213311.8260918,,,1.1745004809093444,6,0.0125,480,16.92814950669511,0
1750213311.899093,,,1.3426537309079976,6,0.0125,480,16.92814950669511,0
1750213311.971298,,,0.9889781115225063,5,0.010416666666666666,480,16.80570617072471,0
1750213312.0438051,,,0.9719369506346922,5,0.010416666666666666,480,16.80570617072471,0
1750213312.1257467,,,0.8552722368373438,4,0.008333333333333333,480,16.68501028285542,0
1750213312.1947682,,,0.17991263224430298,4,0.008333333333333333,480,16.68501028285542,0
1750213312.2580326,,,0.01753236772484712,4,0.008333333333333333,480,16.68501028285542,0
1750213312.3269687,,,0.33378533618773787,5,0.010416666666666666,480,16.80570617072471,0
1750213312.4032543,,,1.6689263213646228,7,0.014583333333333334,480,17.05235136605133,0
1750213312.5191464,,,2.4768315776258305,7,0.014583333333333334,480,17.05235136605133,0
1750213312.5863128,,,3.8221127210373993,9,0.01875,480,17.30607266702547,0
1750213312.6588633,,,1.7256544610691549,9,0.01875,480,17.30607266702547,0
1750213312.7301593,,,4.440414005759571,10,0.020833333333333332,480,17.4356119092476,0
1750213312.8045268,,,5.031830995746205,10,0.020833333333333332,480,17.4356119092476,0
1750213312.883584,,,3.3872707980619907,9,0.01875,480,17.30607266702547,0
1750213312.9529028,,,5.241819946979554,11,0.022916666666666665,480,17.56694923504168,0
1750213313.022822,,,1.0165204703123223,8,0.016666666666666666,480,17.178322370321055,0
1750213313.087911,,,5.194428907734803,11,0.022916666666666665,480,17.56694923504168,0
1750213313.15462,,,3.3942096809849645,10,0.020833333333333332,480,17.4356119092476,0
1750213313.2251136,,,2.1466206289726557,8,0.016666666666666666,480,17.178322370321055,0
1750213313.2884831,,,0.04350475968262657,8,0.016666666666666666,480,17.178322370321055,0
1750213313.3544564,,,0.8190038271219322,10,0.020833333333333332,480,17.4356119092476,0
1750213313.4217303,,,0.6512688350200762,9,0.01875,480,17.30607266702547,0
1750213313.4921017,,,0.4196320014374848,8,0.016666666666666666,480,17.178322370321055,0
1750213313.555642,,,0.04244524050879761,10,0.020833333333333332,480,17.4356119092476,0
1750213313.6200712,,,2.942568787904804,6,0.0125,480,16.92814950669511,0
1750213313.6883285,,,1.9233891775196454,12,0.025,480,17.700093246707976,0
1750213313.755951,,,1.7786207996211374,11,0.022916666666666665,480,17.56694923504168,0
1750213313.821849,,,1.8753592835497557,12,0.025,480,17.700093246707976,0
1750213313.886406,,,0.8145296901260721,10,0.020833333333333332,480,17.4356119092476,0
1750213313.9679596,,,2.3775965658715847,12,0.025,480,17.700093246707976,0
1750213314.0365918,,,1.5953875941129425,12,0.025,480,17.700093246707976,0
1750213314.102345,,,1.76037327999709,13,0.027083333333333334,480,17.835051989958913,0
1750213314.1700525,,,2.8546503707933297,15,0.03125,480,18.110442945579454,0
1750213314.2333574,,,2.8352382001505703,15,0.03125,480,18.110442945579454,0
1750213314.2992337,,,0.2098737115675462,11,0.022916666666666665,480,17.56694923504168,0
1750213314.3687959,,,0.3621102174754398,12,0.025,480,17.700093246707976,0
1750213314.438122,,,1.7932389061084137,10,0.020833333333333332,480,17.4356119092476,0
1750213314.5089052,,,4.0788543708517935,17,0.035416666666666666,480,18.39317453997274,0
1750213314.5790048,,,1.3314460362297638,11,0.022916666666666665,480,17.56694923504168,0
1750213314.649251,,,1.7955340635439967,17,0.035416666666666666,480,18.39317453997274,0
1750213314.7223606,,,1.138737071321394,17,0.035416666666666666,480,18.39317453997274,0
1750213314.7928562,,,0.36857912284059324,15,0.03125,480,18.110442945579454,0
1750213314.8521607,,,1.7338938952680465,14,0.029166666666666667,480,17.971832933003625,0
1750213314.913035,,,1.1457628381751022,17,0.035416666666666666,480,18.39317453997274,0
1750213314.979577,,,2.5331034278565667,16,0.03333333333333333,480,18.25088827796027,0
1750213315.0432103,,,6.095861544595813,24,0.05,480,19.441051505454016,0
1750213315.1113887,,,6.095861544595813,25,0.052083333333333336,480,19.598183444130942,0
1750213315.177203,,,3.673877058614586,24,0.05,480,19.441051505454016,0
1750213315.239673,,,3.0358057798384266,24,0.05,480,19.441051505454016,0
1750213315.2994025,,,1.9891778131307376,22,0.04583333333333333,480,19.132368675777286,0
1750213315.363058,,,1.4032476825136229,23,0.04791666666666667,480,19.285779830361324,0
1750213315.4262807,,,2.4501408604665045,25,0.052083333333333336,480,19.598183444130942,0
